Date,Open,High,Low,Close,Adj Close,Volume
2015-01-02,58.240002,59.000000,57.480000,58.259998,52.533810,1994640
2015-01-05,57.740002,58.180000,56.330002,56.340000,50.802521,3302045
2015-01-06,55.650002,55.880001,54.919998,55.070000,49.657352,4210996
2015-01-07,55.279999,55.540001,54.630001,54.869999,49.477005,3313252
2015-01-08,55.500000,56.099998,53.630001,56.070000,50.559059,5707800
2015-01-09,56.150002,56.180000,54.380001,54.529999,49.170422,4203055
2015-01-12,54.820000,57.520000,54.419998,57.049999,51.442738,6203238
2015-01-13,57.299999,57.509998,56.369999,57.480000,51.830479,4077088
2015-01-14,56.549999,57.240002,56.310001,56.470001,50.919746,3404192
2015-01-15,56.950001,58.009998,55.250000,57.799999,52.119022,4754390
2015-01-16,57.529999,57.959999,57.119999,57.570000,51.911625,4777011
2015-01-19,58.250000,58.279999,57.330002,57.509998,51.857521,3096594
2015-01-20,55.779999,55.779999,54.209999,54.869999,49.477005,9446846
2015-01-21,54.990002,55.209999,54.310001,55.209999,49.783588,4773058
2015-01-22,55.040001,56.150002,55.009998,56.130001,50.613163,5670556
2015-01-23,57.000000,57.740002,56.299999,57.490002,51.839489,6194543
2015-01-26,57.369999,58.349998,57.220001,58.259998,52.533810,3244622
2015-01-27,58.500000,58.720001,57.279999,57.599998,51.938679,3926135
2015-01-28,58.020000,58.279999,57.169998,57.310001,51.677189,3475930
2015-01-29,57.090000,57.830002,56.970001,57.790001,52.110008,2749686
2015-01-30,58.369999,58.439999,57.740002,57.860001,52.173130,3774419
2015-02-02,58.000000,58.740002,57.919998,58.700001,52.930565,3239206
2015-02-03,59.000000,59.540001,58.680000,59.119999,53.309284,3414361
2015-02-04,59.310001,59.799999,59.180000,59.599998,53.742104,3277797
2015-02-05,59.230000,59.799999,59.090000,59.680000,53.814243,1888903
2015-02-06,59.540001,59.599998,59.060001,59.200001,53.381420,2259661
2015-02-09,58.669998,58.980000,58.290001,58.810001,53.029755,3446789
2015-02-10,58.770000,59.680000,58.439999,59.119999,53.309284,2372752
2015-02-11,59.270000,59.290001,58.709999,59.150002,53.336334,1750578
2015-02-12,59.099998,60.680000,58.990002,60.330002,54.400352,3783578
2015-02-13,60.599998,61.160000,60.439999,60.689999,54.724976,2529071
2015-02-16,60.450001,60.959999,60.279999,60.689999,54.724976,1156905
2015-02-17,60.410000,60.720001,59.860001,60.480000,54.535614,2335657
2015-02-18,60.520000,60.730000,59.759998,60.529999,54.580700,2027643
2015-02-19,60.560001,60.770000,59.959999,60.770000,54.797104,1874347
2015-02-20,60.790001,61.160000,60.259998,60.930000,54.941383,4509824
2015-02-23,61.240002,61.730000,61.020000,61.730000,55.662758,2522806
2015-02-24,61.549999,61.919998,61.349998,61.779999,55.707844,2125376
2015-02-25,61.509998,61.889999,61.349998,61.880001,55.798012,1904544
2015-02-26,61.970001,62.680000,61.680000,62.570000,56.420193,2639190
2015-02-27,62.389999,62.919998,62.130001,62.840000,56.663662,2995421
