Date,Open,High,Low,Close,Adj Close,Volume
2017-06-12,874.849976,875.500000,843.000000,867.549988,867.549988,15606
2017-06-13,865.900024,876.000000,863.099976,867.400024,867.400024,7905
2017-06-14,875.900024,880.000000,871.000000,873.950012,873.950012,4294
2017-06-15,869.000000,869.000000,851.200012,861.049988,861.049988,3949
2017-06-16,864.500000,894.000000,849.000000,888.750000,888.750000,10605
2017-06-19,887.500000,900.200012,887.000000,893.750000,893.750000,6609
2017-06-20,894.750000,902.349976,891.000000,898.349976,898.349976,5252
2017-06-21,893.900024,897.349976,890.000000,891.500000,891.500000,4003
2017-06-22,899.900024,902.450012,894.000000,900.000000,900.000000,3933
2017-06-23,899.750000,901.299988,893.000000,893.799988,893.799988,3642
2017-06-26,899.950012,902.099976,888.099976,888.099976,888.099976,5500
2017-06-27,888.500000,888.500000,871.599976,878.400024,878.400024,4413
2017-06-28,861.700012,870.750000,852.500000,864.900024,864.900024,9142
2017-06-29,872.500000,878.000000,850.750000,850.750000,850.750000,5518
2017-06-30,854.549988,860.549988,851.750000,857.000000,857.000000,3270
2017-07-03,854.000000,857.200012,833.750000,844.150024,844.150024,5986
2017-07-04,837.500000,845.799988,835.099976,840.000000,840.000000,3372
2017-07-05,838.599976,854.250000,837.049988,852.049988,852.049988,3566
2017-07-06,857.900024,857.900024,841.250000,845.250000,845.250000,2328
2017-07-07,847.000000,856.599976,843.000000,856.599976,856.599976,839
2017-07-10,863.799988,873.599976,861.750000,873.099976,873.099976,4563
2017-07-11,877.000000,878.000000,861.099976,867.500000,867.500000,3413
2017-07-12,869.900024,880.000000,869.450012,878.599976,878.599976,5144
2017-07-13,882.500000,886.599976,876.000000,878.150024,878.150024,4301
2017-07-14,876.349976,879.849976,870.500000,873.700012,873.700012,1894
2017-07-17,877.500000,884.400024,874.599976,881.450012,881.450012,2712
2017-07-18,881.000000,881.000000,867.500000,880.650024,880.650024,2345
2017-07-19,889.099976,893.750000,887.150024,893.000000,893.000000,3826
2017-07-20,892.950012,897.900024,880.750000,884.099976,884.099976,4712
2017-07-21,882.849976,883.950012,870.000000,878.599976,878.599976,3146
2017-07-24,879.849976,888.549988,875.250000,886.650024,886.650024,4924
2017-07-25,888.950012,894.950012,883.099976,889.299988,889.299988,4063
2017-07-26,893.450012,905.099976,893.099976,902.599976,902.599976,5130
2017-07-27,907.000000,925.750000,903.750000,925.750000,925.750000,7788
2017-07-28,870.000000,873.450012,854.650024,863.049988,863.049988,17597
2017-07-31,873.000000,875.000000,844.450012,845.099976,845.099976,8129
2017-08-01,842.000000,850.299988,838.750000,846.849976,846.849976,8965
2017-08-02,849.950012,849.950012,827.650024,830.549988,830.549988,8791
2017-08-03,840.500000,843.849976,830.000000,831.150024,831.150024,3968
2017-08-04,832.950012,841.650024,831.000000,841.650024,841.650024,4229
2017-08-07,842.599976,843.950012,838.250000,842.500000,842.500000,3281
2017-08-08,842.700012,844.400024,837.799988,844.400024,844.400024,6986
2017-08-09,840.099976,846.150024,835.250000,837.400024,837.400024,7521
2017-08-10,836.950012,836.950012,818.900024,821.049988,821.049988,5171
2017-08-11,808.750000,821.900024,802.500000,819.549988,819.549988,10465
2017-08-14,825.450012,836.250000,825.000000,834.799988,834.799988,5279
2017-08-15,841.849976,846.049988,838.450012,839.799988,839.799988,2380
2017-08-16,840.000000,844.799988,832.000000,839.150024,839.150024,5496
2017-08-17,832.000000,838.000000,824.049988,824.049988,824.049988,2287
2017-08-18,816.950012,822.750000,813.549988,821.150024,821.150024,2658
2017-08-21,816.500000,817.950012,801.099976,805.099976,805.099976,2777
2017-08-22,813.000000,821.049988,811.099976,820.250000,820.250000,1589
2017-08-23,823.000000,824.250000,807.000000,813.549988,813.549988,2657
2017-08-24,811.900024,815.900024,797.500000,798.000000,798.000000,3232
2017-08-25,810.849976,811.500000,797.700012,799.450012,799.450012,1878
2017-08-28,789.500000,799.000000,785.500000,799.000000,799.000000,2897
2017-08-29,780.000000,791.700012,771.049988,790.750000,790.750000,6882
2017-08-30,801.900024,810.099976,800.049988,807.099976,807.099976,2409
2017-08-31,816.000000,826.049988,815.400024,822.900024,822.900024,2738
2017-09-01,828.000000,828.750000,822.150024,825.000000,825.000000,9713
2017-09-04,818.000000,827.500000,815.500000,822.500000,822.500000,2664
2017-09-05,820.000000,824.849976,812.299988,813.599976,813.599976,2014
2017-09-06,812.450012,814.099976,805.000000,807.150024,807.150024,2284
2017-09-07,812.000000,817.000000,807.500000,813.150024,813.150024,1807
2017-09-08,812.500000,813.549988,808.750000,809.950012,809.950012,1122
2017-09-11,810.000000,818.299988,809.150024,816.299988,816.299988,2893
2017-09-12,820.000000,823.750000,816.150024,821.049988,821.049988,2037
2017-09-13,821.049988,831.250000,819.200012,831.250000,831.250000,2255
2017-09-14,842.500000,844.000000,831.700012,834.549988,834.549988,2206
2017-09-15,830.000000,833.500000,823.750000,830.650024,830.650024,2027
2017-09-18,830.849976,831.450012,822.900024,824.700012,824.700012,2034
2017-09-19,814.000000,818.400024,808.000000,812.849976,812.849976,2250
2017-09-20,807.099976,812.650024,805.000000,806.750000,806.750000,1612
2017-09-21,819.599976,819.599976,807.099976,811.250000,811.250000,1659
2017-09-22,806.000000,806.500000,799.599976,800.200012,800.200012,1864
2017-09-25,802.049988,806.000000,791.950012,794.849976,794.849976,3881
2017-09-26,794.000000,804.500000,791.950012,794.150024,794.150024,2459
2017-09-27,802.000000,811.400024,801.849976,804.750000,804.750000,2812
2017-09-28,813.799988,813.799988,805.250000,812.200012,812.200012,3160
2017-09-29,812.450012,816.900024,810.500000,815.700012,815.700012,2760
2017-10-02,821.000000,823.000000,816.700012,816.700012,816.700012,2543
2017-10-03,816.700012,816.700012,816.700012,816.700012,816.700012,0
2017-10-04,814.950012,822.250000,807.799988,821.849976,821.849976,3940
2017-10-05,821.500000,832.049988,818.500000,832.049988,832.049988,3162
2017-10-06,839.049988,848.000000,835.000000,843.200012,843.200012,4598
2017-10-09,847.500000,850.599976,843.000000,844.200012,844.200012,3105
2017-10-10,844.599976,845.450012,831.000000,834.200012,834.200012,3574
2017-10-11,835.200012,839.250000,832.750000,835.900024,835.900024,2753
2017-10-12,839.450012,847.849976,837.650024,847.849976,847.849976,2601
2017-10-13,848.000000,851.500000,845.700012,848.900024,848.900024,2847
2017-10-16,851.549988,855.500000,848.700012,850.500000,850.500000,3149
2017-10-17,859.000000,861.700012,852.650024,857.400024,857.400024,2611
2017-10-18,860.000000,861.049988,853.500000,855.900024,855.900024,2819
2017-10-19,844.500000,845.000000,828.049988,832.799988,832.799988,3021
2017-10-20,839.500000,844.650024,838.000000,840.549988,840.549988,4613
2017-10-23,839.000000,841.599976,825.049988,829.150024,829.150024,3156
2017-10-24,823.500000,831.500000,821.000000,831.349976,831.349976,3238
2017-10-25,831.799988,834.000000,818.349976,822.549988,822.549988,4313
2017-10-26,825.650024,836.799988,823.000000,831.900024,831.900024,4045
2017-10-27,891.200012,939.150024,890.000000,938.450012,938.450012,36210
2017-10-30,943.000000,967.000000,934.000000,952.400024,952.400024,13424
2017-10-31,952.400024,952.400024,952.400024,952.400024,952.400024,0
2017-11-01,952.150024,956.049988,945.000000,948.099976,948.099976,4825
2017-11-02,945.900024,948.750000,931.400024,937.700012,937.700012,4048
2017-11-03,940.150024,944.200012,932.500000,943.000000,943.000000,5257
2017-11-06,957.000000,968.950012,955.000000,966.250000,966.250000,5029
2017-11-07,969.900024,975.750000,965.099976,968.950012,968.950012,4509
2017-11-08,966.500000,972.750000,964.099976,971.250000,971.250000,4534
2017-11-09,978.950012,978.950012,964.599976,964.950012,964.950012,4148
2017-11-10,970.000000,975.799988,963.200012,965.849976,965.849976,3186
2017-11-13,967.900024,974.750000,957.700012,974.750000,974.750000,5316
2017-11-14,966.950012,967.950012,953.049988,964.500000,964.500000,3345
2017-11-15,960.000000,960.950012,942.500000,955.950012,955.950012,5150
2017-11-16,959.049988,966.099976,958.000000,964.799988,964.799988,2067
2017-11-17,966.000000,967.200012,960.950012,964.500000,964.500000,1234
2017-11-20,962.000000,963.000000,957.500000,959.450012,959.450012,2660
2017-11-21,960.000000,969.950012,958.799988,969.349976,969.349976,2276
2017-11-22,970.000000,974.599976,969.799988,973.549988,973.549988,3202
2017-11-23,980.000000,980.000000,975.099976,977.250000,977.250000,1425
2017-11-24,977.549988,988.500000,975.200012,984.299988,984.299988,5552
2017-11-27,996.900024,1015.000000,994.599976,1003.700012,1003.700012,5125
2017-11-28,1006.299988,1014.700012,1004.549988,1010.049988,1010.049988,6925
2017-11-29,1007.000000,1013.750000,965.799988,974.900024,974.900024,5898
2017-11-30,974.900024,974.900024,974.900024,974.900024,974.900024,0
2017-12-01,974.900024,974.900024,974.900024,974.900024,974.900024,0
2017-12-04,974.900024,974.900024,974.900024,974.900024,974.900024,0
2017-12-05,974.900024,974.900024,974.900024,974.900024,974.900024,0
2017-12-06,974.900024,974.900024,974.900024,974.900024,974.900024,0
2017-12-07,974.900024,974.900024,974.900024,974.900024,974.900024,0
2017-12-08,974.900024,974.900024,974.900024,974.900024,974.900024,0
2017-12-11,974.900024,974.900024,974.900024,974.900024,974.900024,0
2017-12-12,974.900024,974.900024,974.900024,974.900024,974.900024,0
2017-12-13,974.900024,974.900024,974.900024,974.900024,974.900024,0
2017-12-14,974.900024,974.900024,974.900024,974.900024,974.900024,0
2017-12-15,974.900024,974.900024,974.900024,974.900024,974.900024,0
2017-12-18,974.900024,974.900024,974.900024,974.900024,974.900024,0
2017-12-19,974.900024,974.900024,974.900024,974.900024,974.900024,0
2017-12-20,974.900024,974.900024,974.900024,974.900024,974.900024,0
2017-12-21,974.900024,974.900024,974.900024,974.900024,974.900024,0
2017-12-22,974.900024,974.900024,974.900024,974.900024,974.900024,0
2017-12-27,974.900024,974.900024,974.900024,974.900024,974.900024,0
2017-12-28,974.900024,974.900024,974.900024,974.900024,974.900024,0
2017-12-29,974.900024,974.900024,974.900024,974.900024,974.900024,0
2018-01-02,974.900024,974.900024,974.900024,974.900024,974.900024,0
2018-01-03,987.000000,998.000000,986.000000,998.000000,998.000000,2256
2018-01-04,1004.000000,1006.000000,1000.000000,1002.000000,1002.000000,3416
2018-01-05,1006.000000,1014.000000,1004.000000,1012.000000,1012.000000,3296
2018-01-08,1024.000000,1044.000000,1024.000000,1042.000000,1042.000000,5552
2018-01-09,1042.000000,1056.000000,1040.000000,1044.000000,1044.000000,5669
2018-01-10,1050.000000,1052.000000,1030.000000,1044.000000,1044.000000,3148
2018-01-11,1054.000000,1058.000000,1042.000000,1044.000000,1044.000000,3209
2018-01-12,1058.000000,1074.000000,1048.000000,1074.000000,1074.000000,5730
2018-01-15,1078.000000,1078.000000,1070.000000,1072.000000,1072.000000,4354
2018-01-16,1078.000000,1098.000000,1074.000000,1086.000000,1086.000000,6942
2018-01-17,1074.000000,1078.000000,1046.000000,1056.000000,1056.000000,8092
2018-01-18,1064.000000,1066.000000,1048.000000,1064.000000,1064.000000,3953
2018-01-19,1056.000000,1076.000000,1052.000000,1060.000000,1060.000000,6520
2018-01-22,1060.000000,1074.000000,1056.000000,1074.000000,1074.000000,4335
2018-01-23,1090.000000,1102.000000,1086.000000,1102.000000,1102.000000,7102
2018-01-24,1108.000000,1118.000000,1094.000000,1094.000000,1094.000000,8006
2018-01-25,1094.000000,1106.000000,1084.000000,1096.000000,1096.000000,5159
2018-01-26,1110.000000,1128.000000,1108.000000,1124.000000,1124.000000,6044
2018-01-29,1138.000000,1150.000000,1130.000000,1148.000000,1148.000000,13659
2018-01-30,1144.000000,1152.180054,1116.010010,1149.060059,1149.060059,10004
2018-01-31,1162.000000,1176.569946,1159.900024,1174.949951,1174.949951,8486
2018-02-01,1187.910034,1188.900024,1142.010010,1150.000000,1150.000000,11826
2018-02-02,1186.510010,1203.140015,1155.000000,1178.000000,1178.000000,25273
2018-02-05,1144.000000,1174.329956,1108.010010,1168.000000,1168.000000,22572
2018-02-06,1055.000000,1155.530029,1024.000000,1122.010010,1122.010010,54108
2018-02-07,1159.079956,1188.000000,1155.989990,1188.000000,1188.000000,14855
2018-02-08,1162.000000,1173.160034,1130.000000,1137.650024,1137.650024,14947
2018-02-09,1107.000000,1127.520020,1074.000000,1084.000000,1084.000000,15755
2018-02-12,1099.900024,1124.000000,1097.010010,1124.000000,1124.000000,11991
2018-02-13,1123.500000,1149.989990,1110.760010,1134.099976,1134.099976,10220
2018-02-14,1149.949951,1161.349976,1139.000000,1156.000000,1156.000000,9967
2018-02-15,1169.900024,1176.270020,1154.000000,1168.000000,1168.000000,12286
2018-02-16,1171.989990,1178.750000,1169.500000,1170.000000,1170.000000,7437
2018-02-19,1174.000000,1174.890015,1171.010010,1174.000000,1174.000000,3380
2018-02-20,1172.599976,1195.000000,1159.890015,1194.709961,1194.709961,7440
2018-02-21,1198.989990,1216.699951,1190.900024,1216.699951,1216.699951,8183
2018-02-22,1207.650024,1217.500000,1200.369995,1210.550049,1210.550049,10553
2018-02-23,1215.989990,1217.969971,1206.560059,1213.959961,1213.959961,9070
2018-02-26,1221.989990,1238.319946,1220.099976,1233.979980,1233.979980,12081
2018-02-27,1241.900024,1244.930054,1232.030029,1242.000000,1242.000000,12309
2018-02-28,1240.000000,1253.010010,1240.000000,1242.959961,1242.959961,8742
2018-03-01,1248.000000,1249.000000,1225.500000,1233.739990,1233.739990,8886
2018-03-02,1216.989990,1221.900024,1184.000000,1200.329956,1200.329956,14470
2018-03-05,1207.000000,1227.040039,1202.250000,1227.040039,1227.040039,9401
2018-03-06,1245.890015,1247.000000,1231.000000,1234.739990,1234.739990,6442
2018-03-07,1224.979980,1243.150024,1221.469971,1239.410034,1239.410034,3192
2018-03-08,1247.699951,1260.680054,1243.260010,1258.569946,1258.569946,4916
2018-03-09,1262.800049,1274.349976,1260.010010,1271.719971,1271.719971,6781
2018-03-12,1291.939941,1303.000000,1287.400024,1300.439941,1300.439941,7993
2018-03-13,1302.500000,1309.000000,1274.000000,1279.199951,1279.199951,11425
2018-03-14,1287.989990,1299.920044,1285.500000,1291.849976,1291.849976,5322
2018-03-15,1293.800049,1294.640015,1279.900024,1286.800049,1286.800049,2965
2018-03-16,1288.010010,1294.000000,1277.369995,1280.890015,1280.890015,3377
2018-03-19,1278.479980,1278.479980,1234.000000,1248.359985,1248.359985,8204
2018-03-20,1255.979980,1286.060059,1250.709961,1286.060059,1286.060059,5654
2018-03-21,1295.000000,1295.859985,1280.000000,1293.589966,1293.589966,4841
2018-03-22,1270.000000,1277.300049,1256.010010,1259.459961,1259.459961,4936
2018-03-23,1241.290039,1255.959961,1225.829956,1231.189941,1231.189941,13879
2018-03-26,1227.099976,1239.300049,1200.250000,1217.680054,1217.680054,7530
2018-03-27,1260.930054,1271.750000,1260.000000,1267.040039,1267.040039,6420
2018-03-28,1216.540039,1218.130005,1125.000000,1138.349976,1138.349976,24099
2018-03-29,1162.000000,1183.170044,1109.400024,1152.819946,1152.819946,13344
2018-04-03,1114.890015,1145.000000,1103.510010,1128.000000,1128.000000,14553
2018-04-04,1126.989990,1127.689941,1092.000000,1125.829956,1125.829956,11371
2018-04-05,1170.569946,1187.650024,1161.000000,1187.650024,1187.650024,8900
2018-04-06,1173.780029,1182.329956,1164.000000,1169.030029,1169.030029,3439
2018-04-09,1158.000000,1165.199951,1150.119995,1162.000000,1162.000000,3949
2018-04-10,1168.000000,1168.000000,1145.579956,1160.000000,1160.000000,2900
2018-04-11,1158.000000,1169.949951,1147.209961,1162.500000,1162.500000,1880
2018-04-12,1155.989990,1180.000000,1153.040039,1175.540039,1175.540039,3661
2018-04-13,1174.989990,1183.449951,1166.290039,1171.500000,1171.500000,4321
2018-04-16,1169.000000,1169.949951,1153.189941,1159.449951,1159.449951,2968
2018-04-17,1171.969971,1199.000000,1167.760010,1197.250000,1197.250000,2524
2018-04-18,1218.010010,1234.280029,1216.109985,1233.510010,1233.510010,5096
2018-04-19,1257.400024,1267.000000,1242.219971,1256.550049,1256.550049,5597
2018-04-20,1264.979980,1272.540039,1254.150024,1258.400024,1258.400024,5133
2018-04-23,1251.000000,1266.599976,1245.199951,1258.900024,1258.900024,3376
2018-04-24,1249.989990,1259.880005,1201.949951,1213.479980,1213.479980,6401
2018-04-25,1200.000000,1205.989990,1162.000000,1200.400024,1200.400024,8491
2018-04-26,1212.010010,1241.000000,1208.000000,1239.400024,1239.400024,4355
2018-04-27,1327.050049,1378.000000,1295.930054,1317.750000,1317.750000,32158
2018-04-30,1307.979980,1320.000000,1296.199951,1311.250000,1311.250000,8682
2018-05-02,1326.790039,1328.979980,1312.000000,1318.599976,1318.599976,4773
2018-05-03,1309.800049,1314.640015,1293.359985,1298.349976,1298.349976,3961
2018-05-04,1314.500000,1326.000000,1309.000000,1323.400024,1323.400024,5272
2018-05-07,1335.989990,1349.000000,1325.910034,1343.949951,1343.949951,6348
2018-05-08,1341.989990,1348.489990,1335.410034,1340.800049,1340.800049,5162
2018-05-09,1345.989990,1351.599976,1343.000000,1346.939941,1346.939941,3335
2018-05-10,1356.500000,1358.000000,1345.900024,1351.949951,1351.949951,1637
2018-05-11,1353.000000,1354.000000,1339.099976,1345.979980,1345.979980,3578
2018-05-14,1345.000000,1348.000000,1337.500000,1341.260010,1341.260010,6420
2018-05-15,1342.010010,1345.060059,1320.500000,1323.000000,1323.000000,3541
2018-05-16,1333.010010,1348.099976,1329.319946,1344.439941,1344.439941,4410
2018-05-17,1342.349976,1351.699951,1338.790039,1348.400024,1348.400024,11508
2018-05-18,1344.680054,1346.989990,1337.000000,1342.680054,1342.680054,4414
2018-05-21,1342.680054,1342.680054,1342.680054,1342.680054,1342.680054,0
2018-05-22,1350.000000,1350.500000,1337.910034,1340.589966,1340.589966,2447
2018-05-23,1342.109985,1347.839966,1331.500000,1346.699951,1346.699951,12543
2018-05-24,1364.609985,1390.000000,1355.949951,1360.099976,1360.099976,7570
2018-05-25,1365.510010,1384.089966,1365.510010,1381.939941,1381.939941,4184
2018-05-28,1385.000000,1393.109985,1382.969971,1390.410034,1390.410034,2390
2018-05-29,1387.000000,1400.989990,1382.000000,1400.989990,1400.989990,7735
2018-05-30,1400.000000,1404.739990,1389.270020,1393.500000,1393.500000,5190
2018-05-31,1393.390015,1398.439941,1387.119995,1397.560059,1397.560059,3545
2018-06-01,1400.949951,1409.869995,1395.109985,1409.869995,1409.869995,3574
2018-06-04,1413.000000,1413.699951,1402.000000,1413.390015,1413.390015,8354
2018-06-05,1427.010010,1447.859985,1425.000000,1439.959961,1439.959961,4875
2018-06-06,1454.099976,1456.969971,1431.189941,1448.989990,1448.989990,6060
2018-06-07,1442.290039,1442.290039,1417.839966,1426.599976,1426.599976,4526
2018-06-08,1429.270020,1435.589966,1415.150024,1432.270020,1432.270020,4230
2018-06-11,1428.000000,1435.469971,1423.199951,1429.579956,1429.579956,3025
2018-06-12,1442.989990,1443.000000,1434.000000,1438.130005,1438.130005,3094
2018-06-13,1448.380005,1454.439941,1444.030029,1454.439941,1454.439941,3458
2018-06-14,1442.099976,1477.550049,1438.089966,1476.189941,1476.189941,7840
2018-06-15,1491.900024,1495.000000,1471.540039,1476.469971,1476.469971,5718
2018-06-18,1476.500000,1487.339966,1465.010010,1483.930054,1483.930054,6480
2018-06-19,1472.000000,1485.869995,1464.010010,1479.280029,1479.280029,7480
2018-06-20,1505.510010,1514.000000,1502.119995,1513.500000,1513.500000,9109
2018-06-21,1527.099976,1527.099976,1484.000000,1500.869995,1500.869995,7278
2018-06-22,1484.489990,1497.989990,1477.170044,1484.420044,1484.420044,5407
