Date,Open,High,Low,Close,Adj Close,Volume
2015-01-02,69.599998,70.000000,68.160004,68.750000,50.564049,2778600
2015-01-05,68.260002,68.849998,65.980003,66.169998,48.666523,4527144
2015-01-06,66.400002,68.040001,65.570000,66.610001,48.990128,4331135
2015-01-07,67.250000,68.150002,66.760002,67.129997,49.372574,3394084
2015-01-08,68.220001,70.160004,67.809998,70.070000,51.534882,5009933
2015-01-09,69.580002,71.050003,69.010002,69.419998,51.056824,5369141
2015-01-12,69.800003,71.260002,69.389999,71.000000,52.218876,4414685
2015-01-13,70.809998,72.849998,70.760002,72.269997,53.152920,4815856
2015-01-14,71.099998,72.699997,70.889999,71.300003,52.439518,4859173
2015-01-15,72.199997,73.330002,70.029999,72.930000,53.638344,6176451
2015-01-16,72.639999,74.699997,72.400002,74.379997,54.704784,6322109
2015-01-19,74.949997,75.470001,74.440002,74.730003,54.962204,3745984
2015-01-20,74.989998,75.449997,74.160004,74.930000,55.109306,4585101
2015-01-21,74.930000,75.370003,73.900002,74.919998,55.101940,5887427
2015-01-22,75.000000,77.709999,74.430000,77.269997,56.830315,7085051
2015-01-23,77.750000,80.330002,77.720001,79.660004,58.588104,9144408
2015-01-26,79.169998,81.300003,79.150002,81.050003,59.610413,4786635
2015-01-27,80.349998,81.000000,78.269997,78.629997,57.830566,6137148
2015-01-28,79.500000,79.959999,78.650002,79.910004,58.771980,4468541
2015-01-29,79.379997,80.540001,78.720001,80.290001,59.051460,4003238
2015-01-30,80.989998,80.989998,79.739998,80.480003,59.191204,4827837
2015-02-02,80.660004,81.330002,80.010002,81.209999,59.728096,4078091
2015-02-03,81.699997,83.849998,81.410004,82.150002,60.419449,6076372
2015-02-04,82.500000,82.870003,81.230003,82.629997,60.772472,4469526
2015-02-05,81.699997,84.690002,81.300003,82.779999,60.882801,6021016
2015-02-06,82.949997,83.000000,81.849998,82.349998,60.566540,3390833
2015-02-09,81.809998,81.809998,79.779999,80.639999,59.308880,5008580
2015-02-10,80.690002,82.410004,80.260002,82.160004,60.426800,4173104
2015-02-11,82.500000,82.650002,81.769997,82.440002,60.632732,2436817
2015-02-12,82.699997,83.860001,82.410004,83.139999,61.147556,4445590
2015-02-13,83.500000,83.980003,82.779999,83.190002,61.184345,3971150
2015-02-16,82.750000,83.220001,82.550003,82.830002,60.919567,1738229
2015-02-17,82.099998,82.980003,81.320000,82.440002,60.632732,2947749
2015-02-18,83.209999,83.690002,82.739998,83.629997,61.507950,2518528
